forecast_date,target,target_end_date,location,location_name,type,quantile,value
2022-05-29,1 wk ahead inc death,2022-06-04,PL72,PL72,point,NA,3
2022-05-29,1 wk ahead inc death,2022-06-04,PL72,PL72,quantile,0.01,2
2022-05-29,1 wk ahead inc death,2022-06-04,PL72,PL72,quantile,0.025,2
2022-05-29,1 wk ahead inc death,2022-06-04,PL72,PL72,quantile,0.05,2
2022-05-29,1 wk ahead inc death,2022-06-04,PL72,PL72,quantile,0.1,2
2022-05-29,1 wk ahead inc death,2022-06-04,PL72,PL72,quantile,0.15,3
2022-05-29,1 wk ahead inc death,2022-06-04,PL72,PL72,quantile,0.2,3
2022-05-29,1 wk ahead inc death,2022-06-04,PL72,PL72,quantile,0.25,3
2022-05-29,1 wk ahead inc death,2022-06-04,PL72,PL72,quantile,0.3,3
2022-05-29,1 wk ahead inc death,2022-06-04,PL72,PL72,quantile,0.35,3
2022-05-29,1 wk ahead inc death,2022-06-04,PL72,PL72,quantile,0.4,3
2022-05-29,1 wk ahead inc death,2022-06-04,PL72,PL72,quantile,0.45,3
2022-05-29,1 wk ahead inc death,2022-06-04,PL72,PL72,quantile,0.5,3
2022-05-29,1 wk ahead inc death,2022-06-04,PL72,PL72,quantile,0.55,4
2022-05-29,1 wk ahead inc death,2022-06-04,PL72,PL72,quantile,0.6,4
2022-05-29,1 wk ahead inc death,2022-06-04,PL72,PL72,quantile,0.65,4
2022-05-29,1 wk ahead inc death,2022-06-04,PL72,PL72,quantile,0.7,5
2022-05-29,1 wk ahead inc death,2022-06-04,PL72,PL72,quantile,0.75,5
2022-05-29,1 wk ahead inc death,2022-06-04,PL72,PL72,quantile,0.8,6
2022-05-29,1 wk ahead inc death,2022-06-04,PL72,PL72,quantile,0.85,6
2022-05-29,1 wk ahead inc death,2022-06-04,PL72,PL72,quantile,0.9,6
2022-05-29,1 wk ahead inc death,2022-06-04,PL72,PL72,quantile,0.95,7
2022-05-29,1 wk ahead inc death,2022-06-04,PL72,PL72,quantile,0.975,7
2022-05-29,1 wk ahead inc death,2022-06-04,PL72,PL72,quantile,0.99,9
2022-05-29,1 wk ahead cum death,2022-06-04,PL72,PL72,point,NA,7155
2022-05-29,1 wk ahead cum death,2022-06-04,PL72,PL72,quantile,0.01,7154
2022-05-29,1 wk ahead cum death,2022-06-04,PL72,PL72,quantile,0.025,7154
2022-05-29,1 wk ahead cum death,2022-06-04,PL72,PL72,quantile,0.05,7154
2022-05-29,1 wk ahead cum death,2022-06-04,PL72,PL72,quantile,0.1,7154
2022-05-29,1 wk ahead cum death,2022-06-04,PL72,PL72,quantile,0.15,7155
2022-05-29,1 wk ahead cum death,2022-06-04,PL72,PL72,quantile,0.2,7155
2022-05-29,1 wk ahead cum death,2022-06-04,PL72,PL72,quantile,0.25,7155
2022-05-29,1 wk ahead cum death,2022-06-04,PL72,PL72,quantile,0.3,7155
2022-05-29,1 wk ahead cum death,2022-06-04,PL72,PL72,quantile,0.35,7155
2022-05-29,1 wk ahead cum death,2022-06-04,PL72,PL72,quantile,0.4,7155
2022-05-29,1 wk ahead cum death,2022-06-04,PL72,PL72,quantile,0.45,7155
2022-05-29,1 wk ahead cum death,2022-06-04,PL72,PL72,quantile,0.5,7155
2022-05-29,1 wk ahead cum death,2022-06-04,PL72,PL72,quantile,0.55,7156
2022-05-29,1 wk ahead cum death,2022-06-04,PL72,PL72,quantile,0.6,7156
2022-05-29,1 wk ahead cum death,2022-06-04,PL72,PL72,quantile,0.65,7156
2022-05-29,1 wk ahead cum death,2022-06-04,PL72,PL72,quantile,0.7,7157
2022-05-29,1 wk ahead cum death,2022-06-04,PL72,PL72,quantile,0.75,7157
2022-05-29,1 wk ahead cum death,2022-06-04,PL72,PL72,quantile,0.8,7158
2022-05-29,1 wk ahead cum death,2022-06-04,PL72,PL72,quantile,0.85,7158
2022-05-29,1 wk ahead cum death,2022-06-04,PL72,PL72,quantile,0.9,7158
2022-05-29,1 wk ahead cum death,2022-06-04,PL72,PL72,quantile,0.95,7159
2022-05-29,1 wk ahead cum death,2022-06-04,PL72,PL72,quantile,0.975,7159
2022-05-29,1 wk ahead cum death,2022-06-04,PL72,PL72,quantile,0.99,7161
2022-05-29,2 wk ahead inc death,2022-06-11,PL72,PL72,point,NA,2
2022-05-29,2 wk ahead inc death,2022-06-11,PL72,PL72,quantile,0.01,0
2022-05-29,2 wk ahead inc death,2022-06-11,PL72,PL72,quantile,0.025,0
2022-05-29,2 wk ahead inc death,2022-06-11,PL72,PL72,quantile,0.05,0
2022-05-29,2 wk ahead inc death,2022-06-11,PL72,PL72,quantile,0.1,0
2022-05-29,2 wk ahead inc death,2022-06-11,PL72,PL72,quantile,0.15,0
2022-05-29,2 wk ahead inc death,2022-06-11,PL72,PL72,quantile,0.2,1
2022-05-29,2 wk ahead inc death,2022-06-11,PL72,PL72,quantile,0.25,1
2022-05-29,2 wk ahead inc death,2022-06-11,PL72,PL72,quantile,0.3,1
2022-05-29,2 wk ahead inc death,2022-06-11,PL72,PL72,quantile,0.35,1
2022-05-29,2 wk ahead inc death,2022-06-11,PL72,PL72,quantile,0.4,1
2022-05-29,2 wk ahead inc death,2022-06-11,PL72,PL72,quantile,0.45,2
2022-05-29,2 wk ahead inc death,2022-06-11,PL72,PL72,quantile,0.5,2
2022-05-29,2 wk ahead inc death,2022-06-11,PL72,PL72,quantile,0.55,2
2022-05-29,2 wk ahead inc death,2022-06-11,PL72,PL72,quantile,0.6,2
2022-05-29,2 wk ahead inc death,2022-06-11,PL72,PL72,quantile,0.65,3
2022-05-29,2 wk ahead inc death,2022-06-11,PL72,PL72,quantile,0.7,3
2022-05-29,2 wk ahead inc death,2022-06-11,PL72,PL72,quantile,0.75,4
2022-05-29,2 wk ahead inc death,2022-06-11,PL72,PL72,quantile,0.8,4
2022-05-29,2 wk ahead inc death,2022-06-11,PL72,PL72,quantile,0.85,4
2022-05-29,2 wk ahead inc death,2022-06-11,PL72,PL72,quantile,0.9,5
